Date,FTSE_AWD,RAISE,RAISE_Mom,RAISE_LowVol
2015-12-18,225.5622876978227,246.48775730908105,300.5918556811383,278.0260868078329
2015-12-21,226.31520399483307,246.07893511993305,300.56315377020906,277.3496003353978
2015-12-22,227.88660897487594,248.34183366024595,302.250158680305,279.8509144693875
2015-12-23,230.78010908639982,254.5609965704493,305.03593529114187,285.9384878388224
2015-12-24,231.13453400593207,255.05576828876707,305.85551097464594,286.3236301485601
2015-12-25,231.03320762359203,254.80998549213524,305.2428572237238,286.2625548747203
2015-12-28,230.62573931897506,253.52890257586265,306.0756231702796,285.2761043652068
2015-12-29,232.76435449406623,254.7891962186026,308.5909335276451,286.87042964320904
2015-12-30,231.55156591573504,253.13885605675333,308.35329395180054,285.1260539132828
2015-12-31,229.73584577911924,251.99944954566396,306.15041542917083,283.2214808428868
2016-01-04,225.30082008239967,248.7768879996733,302.0952847282857,279.9614941265015
2016-01-05,225.26307875890433,249.6834840468489,304.4344864838575,281.2676116231878
2016-01-06,222.49131396574165,245.46280919157195,303.6374365484198,277.49042593284486
2016-01-07,217.86749597199332,241.07381856805,300.6253206929081,272.9127206946252
2016-01-08,215.89710548112623,238.9094690374971,298.55272227533504,270.0679027765933
2016-01-11,215.30216350983548,236.6527436413818,298.9503801786325,268.59508769163926
2016-01-12,215.7690034692178,234.8929430246556,296.63243990935666,267.797970057374
2016-01-13,213.6056556106826,234.7042555994824,297.3373861494682,267.23252303115714
2016-01-14,214.08462130102185,237.0041634278362,296.0464758551252,270.4633355996671
2016-01-15,210.29354590295998,233.02015246511075,294.1738340914861,266.3480094977449
2016-01-18,209.31309444471825,231.51562260201564,292.3939314147074,265.0033423705201
2016-01-19,210.23110091753247,231.9132568941382,294.873895383716,265.8912222427618
2016-01-20,206.1816852023571,224.8170805342057,287.2244336431005,257.6438289304712
2016-01-21,206.92314068982188,227.5809034460098,285.6570115070494,260.38211666841306
2016-01-22,212.36652490062974,235.1198091670336,293.52647240955577,268.5956053061525
2016-01-25,210.35399903338103,231.89013365574576,293.1120396319412,264.7864225434391
2016-01-26,212.18317125459913,235.83272718243248,294.7479393367861,269.17611035367105
2016-01-27,211.78061811151449,236.5032757911642,295.49041390984473,268.73107688317066
2016-01-28,211.95997766726506,239.57464468677352,296.3542076171857,272.29082113625043
2016-01-29,215.97554085806496,243.7482395206374,301.6272557564336,276.5493915758127
2016-02-01,216.65055735668605,243.76149181469745,305.1405468551592,276.22355759276786
2016-02-02,212.8943963119666,238.9605272330193,303.92530968231586,271.2383650836395
2016-02-03,213.09682123578457,242.68941113895076,305.5476783396219,275.44404375893384
2016-02-04,214.32378821364068,246.77306900724432,306.23136622813496,279.1665150368685
2016-02-05,211.0093359433457,244.3571007347201,302.2566508533955,276.4792041163194
2016-02-08,207.6601010818911,242.32531006836143,299.7276659290304,274.58494138008587
2016-02-09,206.22533879288747,239.19452678065437,296.94537246065306,272.18877455336883
2016-02-10,205.94663744704968,237.51030434773176,295.64743821333394,270.685856708365
2016-02-11,203.52982866294082,234.84436768384376,293.6013752181091,267.3841256379745
2016-02-12,205.73105987515797,238.0117457802621,291.6057930016664,270.8408967713867
2016-02-15,208.2894393491781,241.06320708176983,296.59375543138094,273.3097744061235
2016-02-16,210.4870996071952,242.342667473806,297.40118309257497,274.9857174146845
2016-02-17,213.72254168104874,246.05831877598692,297.5965577361929,278.58193894135496
2016-02-18,213.81172304063912,247.04584237238416,300.9682891879472,280.1795391080807
2016-02-19,213.064448134635,245.8130836440523,301.2785378688404,279.0843847156748
2016-02-22,215.73864319878874,250.27302293540023,304.0680035401875,283.4360540454973
2016-02-23,213.4451087350429,246.49076118073108,302.7367670201889,279.82904949079216
2016-02-24,212.60113117277348,244.9116196971988,302.0752709782609,278.1093592875034
2016-02-25,215.28170398269822,247.6145108763012,306.4009591270128,281.1027752553545
2016-02-26,215.3540501718042,247.9795485047906,303.4441427321868,280.7020421872044
2016-02-29,214.40626674335215,247.63348128685547,302.61260889465007,280.1847331657024
2016-03-01,218.19637237300591,250.54028380906823,305.5063124374188,283.47908295773976
2016-03-02,220.13625625124715,254.0857203774428,307.580112823871,285.98315156129104
2016-03-03,221.72050697199845,256.94879090055275,309.4946737944749,288.3170732991928
2016-03-04,223.12816017011448,260.0211235522451,310.6662489163004,290.4367207180784
2016-03-07,223.09607300467334,261.8553518211623,309.6613645656705,292.1885329747007
2016-03-08,221.1795395261738,257.5839142457584,309.8236442920364,289.32719167792544
2016-03-09,221.77804426128316,258.8510282564106,309.829129343041,290.90162343959656
2016-03-10,221.7489554851526,258.3525085662713,310.26018566422334,290.2504102279843
2016-03-11,225.77176508183447,262.99477422478367,314.5092031754902,294.88605398983145
2016-03-14,226.04819122207257,263.1815620404974,315.1723535562696,294.5586063098026
2016-03-15,224.91097096563536,261.69878241311267,315.31590408384363,293.44337615077217
2016-03-16,225.2034271919926,263.60839429952506,316.089618413178,295.3516230361912
2016-03-17,228.30653220083275,270.4132860088876,322.0625040102735,302.5252410356443
2016-03-18,228.70285508157693,270.2484573332925,320.9002590930921,302.0920054393916
2016-03-21,228.45569020137143,268.6950665738509,319.4193103249186,300.34188119032564
2016-03-22,228.53767885279132,268.22999145698134,319.58767291487817,299.5253064442969
2016-03-23,226.8740220737184,264.9839250457153,317.7436742572595,297.7794557941125
2016-03-24,225.62049363629356,264.3619246169061,317.5571859873124,297.45037555458794
2016-03-25,225.81980580879602,264.41218298812305,317.58204315827777,297.4773376986737
2016-03-28,226.3826192228913,264.999948785488,318.5446277920236,298.4108816012824
2016-03-29,227.73638226018835,266.1229898477856,320.97098774213964,299.8648622103372
2016-03-30,230.1350288210708,269.7805836272872,323.8057018191799,303.50344911676774
2016-03-31,229.48625082973354,269.05875105762345,323.2413353886966,302.515643181119
2016-04-01,228.26869675166483,265.14225296797053,320.04527720992434,299.2480896307891
2016-04-04,228.45754725035064,264.9935220126088,320.2633112263566,299.52525685536955
2016-04-05,225.32162885160827,261.07827415587286,316.25491574803425,295.1421980177761
2016-04-06,227.40754773648948,263.2078910479051,318.3255707891831,296.9556609199078
2016-04-07,225.94958211286084,262.91969121116534,318.3004301452911,296.60477698676374
2016-04-08,227.39954653866403,267.0155289588405,321.5549231774646,300.3677213108485
2016-04-11,227.48312330348085,268.1728318153364,322.0682719862772,300.7049533485266
2016-04-12,229.1454020195774,271.20986053562103,323.6681999102096,302.8734929085332
2016-04-13,232.18519566207095,273.54140319854565,323.9095407705296,304.8468527385129
2016-04-14,233.1028026409342,274.3975731649369,324.523120817886,305.2897848271799
2016-04-15,232.93310587475256,274.131508092172,325.1000639012326,305.35841139546966
2016-04-18,233.51874126111701,274.956174980292,325.94218128653165,306.4500365260694
2016-04-19,236.0064649326003,279.6226108211373,328.7180655101951,309.7617593320246
2016-04-20,236.28002457675987,279.6213865192033,326.72057651874303,308.69916570472304
2016-04-21,235.7290304178025,278.4021149233637,323.3011196184105,306.7237847210182
2016-04-22,235.07624385237133,279.1407111799928,323.73629496694826,307.60406817988155
2016-04-25,234.61265389108297,277.6247384711924,324.0400433025033,307.0683865691755
2016-04-26,235.03554816699526,279.50024969219345,325.1973596241937,308.4651731402892
2016-04-27,235.113670342767,281.5046967465713,326.4324913782309,310.3950041289052
2016-04-28,234.0016780065505,281.59894751753524,327.5174147630273,310.5748240942861
2016-04-29,233.15268043772136,281.74844604326864,328.6730032569239,309.7471159293102
2016-05-02,233.7813674418347,281.90341698542414,329.6178975010736,311.2277669504998
2016-05-03,231.52400511868333,277.8658330853689,327.8815463618172,308.39608534748703
2016-05-04,229.53039620204544,275.39951568211467,326.80924011792973,307.0668722259439
2016-05-05,229.23213320191593,275.8548190413381,326.865800248099,307.1520929388171
2016-05-06,229.5522003516105,275.93198986212263,327.62441590826955,307.5045665569133
2016-05-09,229.4660636220909,273.8140647519444,327.095775588155,306.7888831442023
2016-05-10,232.14615899959878,276.4689416779451,329.6486525589154,309.2538134204283
2016-05-11,231.03019317709428,275.9995659573985,328.87191769525066,307.7713957089575
2016-05-12,230.65091281015043,276.5159576481237,329.67129189618083,308.91735664818054
2016-05-13,228.69840106822656,273.85942937117574,327.22855077663826,306.0425138631941
2016-05-16,230.42256892420116,276.02435259517296,329.0881947549956,308.009819153581
2016-05-17,229.6415911966284,276.40788235084995,327.99007798424446,307.15240153955443
2016-05-18,229.57414940468,273.9121833841632,324.4771161811278,305.00088657863967
2016-05-19,227.74077681264262,271.07391398909283,322.53754475338405,302.2973893469522
2016-05-20,229.45414630185513,272.9320844503489,324.16236578515003,304.1940015811531
2016-05-23,228.99531260841016,271.8789971562502,323.0039993096891,302.7834217558972
2016-05-24,231.481684073363,273.2540911941567,324.54110695553766,304.9981153247674
2016-05-25,233.58990832529813,275.9698268422367,325.7566751833453,307.30762173924666
2016-05-26,234.08235738404338,277.03910118032263,327.60244212761773,308.3658444636876
2016-05-27,234.6786442888452,276.8564496339512,327.9113072660776,308.6429141491851
2016-05-30,234.7623589516979,276.8302426060656,327.7191380740295,308.6188023960365
2016-05-31,234.52069324526616,276.4422052860244,327.5920572688152,307.9058028435357
2016-06-01,234.30100215766495,275.37763227002864,327.04559390126155,307.07514918909806
2016-06-02,234.47883367736347,275.0513150705701,326.0649545634288,306.6000512834977
2016-06-03,235.18229488393956,278.43882523922304,330.7150601571452,310.08946608095385
2016-06-06,236.25591155819941,281.13274876567823,332.4306153612615,311.9159142645556
2016-06-07,237.4969102083851,284.7192800478456,335.1375300287849,315.3258842432041
2016-06-08,238.28595470447524,286.117617209712,336.4617336917743,317.06513826621443
2016-06-09,236.8585065597024,284.8571405330182,336.3663832098927,316.42922189341766
